ESG Corporate KPIs: Key Performance Indicators from Sustainalytics for corporate environmental, social, and governance metrics. Contains the full library of standard datafiles offered through Sustainalytics' Data Services solutions, including fields and indicators that have been discontinued but are still included in the historical dataset. In some cases, this also includes fields that are pending an upcoming release.

FieldId	FieldName	Description	FieldType	PossibleValues
191294452199	Social Impact of Products-Weight-Issue-CRR	The total weighted score contribution of a event indicator as it relates to a company's overall management score. 	Numerical	NULL|min. 0.00 max. 1.00
191314111999	Carbon - Fossil Fuel-Level of Involvement Range	Involvement in Fossil Fuel area based on percentage of revenues represented as a range. It is the sum of involvement in: Thermal Coal Extraction, Thermal Coal Power Generation, Oil & Gas Generation, Oil & Gas Production and Oil & Gas Product and Services, Arctic Oil & Gas, Oil Sands. It does not include Shale Energy.	String	NULL|0|0-4.9%|5-9.9%|10-24.9%|25-49.9%|50-100%
191314122999	Carbon - Fossil Fuel-Level of Involvement Id	Involvement in Fossil Fuel area based on percentage of revenues translated to a numeric category. It is the sum of involvement in: Thermal Coal Extraction, Thermal Coal Power Generation, Oil & Gas Generation, Oil & Gas Production and Oil & Gas Product and Services, Arctic Oil & Gas, and Oil Sands. It does not include Shale Energy.	Integer	NULL|0|1|2|3|4|5
191413111999	Carbon - Carbon Solutions-Level of Involvement Range	Involvement in Carbon Solutions area based on percentage of revenues represented as a range. It is the sum of involvement in: Energy Efficiency Distribution and Management, Energy Efficiency Materials, Energy Efficiency Industrial Systems and Processes, Energy Efficiency Consumer Products, Green Buildings Development, Green Buildings Management, Green Buildings Technologies and Materials, Green Transportation Vehicles, Green Transportation Technologies and Equipment, Green Transportation Services, Green Transportation Infrastructure, and Renewable Energy Generation. Carbon Solutions only considers involvement of 5% of revenues and above, therefore no involvement (0) can also mean involvement below 5% of revenues.	String	NULL|0|5-9.9%|10-24.9%|25-49.9%|50-100%
191413122999	Carbon - Carbon Solutions-Level of Involvement Id	Involvement in Carbon Solutions area based on percentage of revenues translated to a numeric category. It is the sum of involvement in: Energy Efficiency Distribution and Management, Energy Efficiency Materials, Energy Efficiency Industrial Systems and Processes, Energy Efficiency Consumer Products, Green Buildings Development, Green Buildings Management, Green Buildings Technologies and Materials, Green Transportation Vehicles, Green Transportation Technologies and Equipment, Green Transportation Services, Green Transportation Infrastructure, and Renewable Energy Generation. Carbon Solutions only considers involvement of 5% of revenues and above, therefore no involvement (0) can also mean involvement below 5% of revenues.	Integer	NULL|0|2|3|4|5
191511112399	Carbon - Stranded Assets-Exposure Score	Measures exposure to stranded asset risk based on carbon intensity of fuel mix and involvement in high cost production	Numerical	NULL|min. 0.00 max. 100.00
201211142999	Energy Efficiency Distribution and Management-Level of Involvement Id	Level of involvement ID for the indicator	Integer	NULL|0|1|2|3|4|5
201211151899	Energy Efficiency Distribution and Management-Level of Involvement Range	Level of involvement Range for the indicator	String	NULL|0|0-4.9%|5-9.9%|10-24.9%|25-49.9%|50-100%
201212142999	Energy Efficiency Materials-Level of Involvement Id	Level of involvement ID for the indicator	Integer	NULL|0|1|2|3|4|5
201212151899	Energy Efficiency Materials-Level of Involvement Range	Level of involvement Range for the indicator	String	NULL|0|0-4.9%|5-9.9%|10-24.9%|25-49.9%|50-100%
201213142999	Energy Efficiency Industrial Systems and Processes-Level of Involvement Id	Level of involvement ID for the indicator	Integer	NULL|0|1|2|3|4|5
201213151899	Energy Efficiency Industrial Systems and Processes-Level of Involvement Range	Level of involvement Range for the indicator	String	NULL|0|0-4.9%|5-9.9%|10-24.9%|25-49.9%|50-100%
201214142999	Energy Efficiency Consumer Products-Level of Involvement Id	Level of involvement ID for the indicator	Integer	NULL|0|1|2|3|4|5
201214151899	Energy Efficiency Consumer Products-Level of Involvement Range	Level of involvement Range for the indicator	String	NULL|0|0-4.9%|5-9.9%|10-24.9%|25-49.9%|50-100%
201411142999	Green Buildings Development-Level of Involvement Id	Level of involvement ID for the indicator	Integer	NULL|0|1|2|3|4|5
201411151899	Green Buildings Development-Level of Involvement Range	Level of involvement Range for the indicator	String	NULL|0|0-4.9%|5-9.9%|10-24.9%|25-49.9%|50-100%
201412142999	Green Buildings Management-Level of Involvement Id	Level of involvement ID for the indicator	Integer	NULL|0|1|2|3|4|5
201412151899	Green Buildings Management-Level of Involvement Range	Level of involvement Range for the indicator	String	NULL|0|0-4.9%|5-9.9%|10-24.9%|25-49.9%|50-100%
201413142999	Green Buildings Technologies and Materials-Level of Involvement Id	Level of involvement ID for the indicator	Integer	NULL|0|1|2|3|4|5
201413151899	Green Buildings Technologies and Materials-Level of Involvement Range	Level of involvement Range for the indicator	String	NULL|0|0-4.9%|5-9.9%|10-24.9%|25-49.9%|50-100%
201511142999	Green Transportation Vehicles-Level of Involvement Id	Level of involvement ID for the indicator	Integer	NULL|0|1|2|3|4|5
201511151899	Green Transportation Vehicles-Level of Involvement Range	Level of involvement Range for the indicator	String	NULL|0|0-4.9%|5-9.9%|10-24.9%|25-49.9%|50-100%
201512142999	Green Transportation Technologies and Equipment-Level of Involvement Id	Level of involvement ID for the indicator	Integer	NULL|0|1|2|3|4|5
201512151899	Green Transportation Technologies and Equipment-Level of Involvement Range	Level of involvement Range for the indicator	String	NULL|0|0-4.9%|5-9.9%|10-24.9%|25-49.9%|50-100%
201513142999	Green Transportation Services-Level of Involvement Id	Level of involvement ID for the indicator	Integer	NULL|0|1|2|3|4|5
201513151899	Green Transportation Services-Level of Involvement Range	Level of involvement Range for the indicator	String	NULL|0|0-4.9%|5-9.9%|10-24.9%|25-49.9%|50-100%
201514142999	Green Transportation Infrastructure-Level of Involvement Id	Level of involvement ID for the indicator	Integer	NULL|0|1|2|3|4|5
201514151899	Green Transportation Infrastructure-Level of Involvement Range	Level of involvement Range for the indicator	String	NULL|0|0-4.9%|5-9.9%|10-24.9%|25-49.9%|50-100%
201811142999	Renewable Energy Generation-Level of Involvement Id	Level of involvement ID for the indicator	Integer	NULL|0|1|2|3|4|5
201811151899	Renewable Energy Generation-Level of Involvement Range	Level of involvement Range for the indicator	String	NULL|0|0-4.9%|5-9.9%|10-24.9%|25-49.9%|50-100%
201812142999	Renewable Energy Supporting Products/Services-Level of Involvement Id	Level of involvement ID for the indicator	Integer	NULL|0|1|2|3|4|5
201812151899	Renewable Energy Supporting Products/Services-Level of Involvement Range	Level of involvement Range for the indicator	String	NULL|0|0-4.9%|5-9.9%|10-24.9%|25-49.9%|50-100%
211010113499	Controversial Weapons-Evidence of Activity	Field indicating whether any evidence of activity has been found with respect to controversial weapons.	String	NULL|Yes|No
211010122999	Controversial Weapons-Type of Weapon Id	"Field indicating the type of weapon id. Involvement is displayed through the 2 character ids for the weapon type. In case of multiple types, the ids are seperated by a semicolon (;)."	String	"NULL|0|{AP;BC;CM;DU;NW;WP}"
211010133199	Controversial Weapons-Type of Weapon	"Field indicating the name of the type of weapon. In case of multiple types, the ids are seperated by a semicolon (;)."	String	"NULL|There is no evidence of involvement in these types of weapons|{Anti-Personnel Mines;Biological and Chemical Weapons;Cluster Weapons;Depleted Uranium;Nuclear Weapons;White Phosphorus}"
211010143099	Controversial Weapons-Date Last Update	Timestamp	Date	NULL|yyyy/mm/dd
211010163099	Controversial Weapons-Company Feedback-Date Last Contacted	Field indicating when the company was last contacted for feedback on their involvement in controversial weapons.	Date	NULL|yyyy/mm/dd
211010173499	Controversial Weapons-Company Feedback-Latest Response Date	Field indicating when the company responded to the latest feedback request on their involvement in controversial weapons.	Date	NULL|yyyy/mm/dd
211010181699	Controversial Weapons-Company Feedback-Response Summary	Field indicating the company's response to the latest feedback request on their involvement in controversial weapons.	String	NULL|{text}
211010191699	Controversial Weapons-Corporate Relationship Description	Field describing relevant subsidiaries, joint ventures, or other shareholdings.	String	NULL|{text}
211010201699	Controversial Weapons-Defense Related Revenues	Field describing defense related revenues of the company.	String	NULL|{text}
211111113499	Anti-Personnel Mines-Evidence of Activity	Field indicating whether any evidence of activity has been found with respect to anti personnel mines.	String	NULL|Yes|No
211111122999	Anti-Personnel Mines-Category of Involvement Id	Category of involvement Id field for anti personnel mines	String	NULL|0|AP1|AP2|AP3|AP4
211111131899	Anti-Personnel Mines-Category of Involvement	Category of involvement description for anti personnel mines	String	NULL|There is no evidence of involvement in these types of weapons|[category of involvement]
211111141699	Anti-Personnel Mines-Summary of Involvement	Summary of involvement description for anti personnel mines	String	NULL|{text}
211111151699	Anti-Personnel Mines-Ownership Relationship	Refers to ownership status of company - Internal/owns/owned by	String	NULL|Internal|Owns|Owned by
211111161199	Anti-Personnel Mines-Ownership Percentage	Indicates the ownership percentage	Numerical	NULL|min. 0.00 max. 100.00
211111172799	Anti-Personnel Mines-Ownership Related CompanyId	Field indicating the subsidiary/holder's ID	Integer	NULL|min. 0 max. 9999999999
211111182899	Anti-Personnel Mines-Ownership Related CompanyName	Field indicating the subsidiary/holder's name	String	NULL|{text}
211111191799	Anti-Personnel Mines-Main Product Type	Field indicating main product/service offered with respect to Anti Personnel mines	String	NULL|Core weapon system|Supporting systems|Technical/Administrative support
211111201799	Anti-Personnel Mines-Main Activity Type	Field indicating main activity with respect to Anti Personnel mines	String	NULL|Production|Research and Development|Maintenance/Services/Management|Sales/Trade|System Integration|Testing
211111211799	Anti-Personnel Mines-Dedicated vs. Non-dedicated	Dedicated: specifically designed for the weapon under consideration. Non-dedicated: not specifically designed for the weapon under consideration.	String	NULL|Dedicated|Non-dedicated
211111221699	Anti-Personnel Mines-Key vs. Non-key	Key: essential for the functioning of the weapon. Non-key: not essential for the functioning of the weapon.	String	NULL|Key|Non-key
211111231699	Anti-Personnel Mines-Conventions Overview-Domicile	Overview of conventions on the various controversial weapons for the country in which the company is domiciled.	String	NULL|{text}
211111241799	Anti-Personnel Mines-Last Change	Field indicating whether a change occurred compared to the last update.	String	NULL|Involvement removed|Involvement added|Involvement updated
211112113499	Biological and Chemical Weapons-Evidence of Activity	Field indicating whether any evidence of activity has been found with respect to biological and chemical weapons	String	NULL|Yes|No
211112122999	Biological and Chemical Weapons-Category of Involvement Id	Category of involvement Id field for biological and chemical weapons	String	NULL|0|BC1|BC2|BC3|BC4
211112131899	Biological and Chemical Weapons-Category of Involvement	Category of involvement description for biological and chemical weapons	String	NULL|There is no evidence of involvement in these types of weapons|[category of involvement]
211112141699	Biological and Chemical Weapons-Summary of Involvement	Summary of involvement description for biological and chemical weapons	String	NULL|{text}
211112151699	Biological and Chemical Weapons-Ownership Relationship	Refers to ownership status of company - Internal/owns/owned by	String	NULL|Internal|Owns|Owned by
211112161199	Biological and Chemical Weapons-Ownership Percentage	Indicates the ownership percentage	Numerical	NULL|min. 0.00 max. 100.00
211112172799	Biological and Chemical Weapons-Ownership Related CompanyId	Field indicating the subsidiary/holder's ID	Integer	NULL|min. 0 max. 9999999999
211112182899	Biological and Chemical Weapons-Ownership Related CompanyName	Field indicating the subsidiary/holder's name	String	NULL|{text}
211112191799	Biological and Chemical Weapons-Main Product Type	Field indicating main product/service offered with respect to biological and chemical weapons	String	NULL|Core weapon system|Supporting systems|Technical/Administrative support
211112201799	Biological and Chemical Weapons-Main Activity Type	Field indicating main activity with respect to biological and chemical weapons	String	NULL|Production|Research and Development|Maintenance/Services/Management|Sales/Trade|System Integration|Testing
211112211799	Biological and Chemical Weapons-Dedicated vs. Non-dedicated	Dedicated: specifically designed for the weapon under consideration. Non-dedicated: not specifically designed for the weapon under consideration.	String	NULL|Dedicated|Non-dedicated
211112221699	Biological and Chemical Weapons-Key vs. Non-key	Key: essential for the functioning of the weapon. Non-key: not essential for the functioning of the weapon.	String	NULL|Key|Non-key
211112231699	Biological and Chemical Weapons-Conventions Overview-Domicile	Overview of conventions on the various controversial weapons for the country in which the company is domiciled.	String	NULL|{text}
211112241799	Biological and Chemical Weapons-Last Change	Field indicating whether a change occurred compared to the last update.	String	NULL|Involvement removed|Involvement added|Involvement updated
211113113499	Cluster Weapons-Evidence of Activity	Field indicating whether any evidence of activity has been found with respect to cluster weapons	String	NULL|Yes|No
211113122999	Cluster Weapons-Category of Involvement Id	Category of involvement Id field for cluster weapons	String	NULL|0|CM1|CM2|CM3|CM4
211113131899	Cluster Weapons-Category of Involvement	Category of involvement description for cluster weapons	String	NULL|There is no evidence of involvement in these types of weapons|[category of involvement]
211113141699	Cluster Weapons-Summary of Involvement	Summary of involvement description for cluster weapons	String	NULL|{text}
211113151699	Cluster Weapons-Ownership Relationship	Refers to ownership status of company - Internal/owns/owned by	String	NULL|Internal|Owns|Owned by
211113161199	Cluster Weapons-Ownership Percentage	Indicates the ownership percentage	Numerical	NULL|min. 0.00 max. 100.00
211113172799	Cluster Weapons-Ownership Related CompanyId	Field indicating the subsidiary/holder's ID	Integer	NULL|min. 0 max. 9999999999
211113182899	Cluster Weapons-Ownership Related CompanyName	Field indicating the subsidiary/holder's name	String	NULL|{text}
211113191799	Cluster Weapons-Main Product Type	Field indicating main product/service offered with respect to cluster weapons	String	NULL|Core weapon system|Supporting systems|Technical/Administrative support
211113201799	Cluster Weapons-Main Activity Type	Field indicating main activity with respect to cluster weapons	String	NULL|Production|Research and Development|Maintenance/Services/Management|Sales/Trade|System Integration|Testing
211113211799	Cluster Weapons-Dedicated vs. Non-dedicated	Dedicated: specifically designed for the weapon under consideration. Non-dedicated: not specifically designed for the weapon under consideration.	String	NULL|Dedicated|Non-dedicated
211113221699	Cluster Weapons-Key vs. Non-key	Key: essential for the functioning of the weapon. Non-key: not essential for the functioning of the weapon.	String	NULL|Key|Non-key
211113231699	Cluster Weapons-Conventions Overview-Domicile	Overview of conventions on the various controversial weapons for the country in which the company is domiciled.	String	NULL|{text}
211113241799	Cluster Weapons-Last Change	Field indicating whether a change occurred compared to the last update.	String	NULL|Involvement removed|Involvement added|Involvement updated
211114113499	Depleted Uranium-Evidence of Activity	Field indicating whether any evidence of activity has been found with respect to depleted uranium.	String	NULL|Yes|No
211114122999	Depleted Uranium-Category of Involvement Id	Category of involvement Id field for depleted uranium	String	NULL|0|DU1|DU2|DU3|DU4
211114131899	Depleted Uranium-Category of Involvement	Category of involvement description for depleted uranium	String	NULL|There is no evidence of involvement in these types of weapons|[category of involvement]
211114141699	Depleted Uranium-Summary of Involvement	Summary of involvement description for depleted uranium	String	NULL|{text}
211114151699	Depleted Uranium-Ownership Relationship	Refers to ownership status of company - Internal/owns/owned by	String	NULL|Internal|Owns|Owned by
211114161199	Depleted Uranium-Ownership Percentage	Indicates the ownership percentage	Numerical	NULL|min. 0.00 max. 100.00
211114172799	Depleted Uranium-Ownership Related CompanyId	Field indicating the subsidiary/holder's ID	Integer	NULL|min. 0 max. 9999999999
211114182899	Depleted Uranium-Ownership Related CompanyName	Field indicating the subsidiary/holder's name	String	NULL|{text}
211114191799	Depleted Uranium-Main Product Type	Field indicating main product/service offered with respect to depleted uranium	String	NULL|Core weapon system|Supporting systems|Technical/Administrative support
211114201799	Depleted Uranium-Main Activity Type	Field indicating main activity with respect to depleted uranium	String	NULL|Production|Research and Development|Maintenance/Services/Management|Sales/Trade|System Integration|Testing
211114211799	Depleted Uranium-Dedicated vs. Non-dedicated	Dedicated: specifically designed for the weapon under consideration. Non-dedicated: not specifically designed for the weapon under consideration.	String	NULL|Dedicated|Non-dedicated
211114221699	Depleted Uranium-Key vs. Non-key	Key: essential for the functioning of the weapon. Non-key: not essential for the functioning of the weapon.	String	NULL|Key|Non-key
211114231699	Depleted Uranium-Conventions Overview-Domicile	Overview of conventions on the various controversial weapons for the country in which the company is domiciled.	String	NULL|{text}
211114241799	Depleted Uranium-Last Change	Field indicating whether a change occurred compared to the last update.	String	NULL|Involvement removed|Involvement added|Involvement updated
211115113499	Nuclear Weapons-Evidence of Activity	Field indicating whether any evidence of activity has been found with respect to nuclear weapons.	String	NULL|Yes|No
211115122999	Nuclear Weapons-Category of Involvement Id	Category of involvement Id field for nuclear weapons	String	NULL|0|NW1|NW2|NW3|NW4
211115131899	Nuclear Weapons-Category of Involvement	Category of involvement description for nuclear weapons	String	NULL|There is no evidence of involvement in these types of weapons|[category of involvement]
211115141699	Nuclear Weapons-Summary of Involvement	Summary of involvement description for nuclear weapons	String	NULL|{text}
211115151699	Nuclear Weapons-Ownership Relationship	Refers to ownership status of company - Internal/owns/owned by	String	NULL|Internal|Owns|Owned by
211115161199	Nuclear Weapons-Ownership Percentage	Indicates the ownership percentage	Numerical	NULL|min. 0.00 max. 100.00
211115172799	Nuclear Weapons-Ownership Related CompanyId	Field indicating the subsidiary/holder's ID	Integer	NULL|min. 0 max. 9999999999
211115182899	Nuclear Weapons-Ownership Related CompanyName	Field indicating the subsidiary/holder's name	String	NULL|{text}
211115191799	Nuclear Weapons-Main Product Type	Field indicating main product/service offered with respect to nuclear weapons	String	NULL|Core weapon system|Supporting systems|Technical/Administrative support
211115201799	Nuclear Weapons-Main Activity Type	Field indicating main activity with respect to nuclear weapons	String	NULL|Production|Research and Development|Maintenance/Services/Management|Sales/Trade|System Integration|Testing
211115211799	Nuclear Weapons-Dedicated vs. Non-dedicated	Dedicated: specifically designed for the weapon under consideration. Non-dedicated: not specifically designed for the weapon under consideration.	String	NULL|Dedicated|Non-dedicated
211115221699	Nuclear Weapons-Key vs. Non-key	Key: essential for the functioning of the weapon. Non-key: not essential for the functioning of the weapon.	String	NULL|Key|Non-key
211115231699	Nuclear Weapons-Conventions Overview-Domicile	Overview of conventions on the various controversial weapons for the country in which the company is domiciled.	String	NULL|{text}
211115241799	Nuclear Weapons-Last Change	Field indicating whether a change occurred compared to the last update.	String	NULL|Involvement removed|Involvement added|Involvement updated
211115261699	Nuclear Weapons-NPT Conventions Overview-Supported Program Level	Overview of conventions on the various controversial weapons for the country in which the company's relevant corporate ownership relation (parent or subsidiary) is domiciled.	String	n/a
211116113499	White Phosphorus-Evidence of Activity	Field indicating whether any evidence of activity has been found with respect to white phosphorus.	String	NULL|Yes|No
211116122999	White Phosphorus-Category of Involvement Id	Category of involvement Id field for white phosphorus	String	NULL|0|WP1|WP2|WP3|WP4
211116131899	White Phosphorus-Category of Involvement	Category of involvement description for white phosphorus	String	NULL|There is no evidence of involvement in these types of weapons|[category of involvement]
211116141699	White Phosphorus-Summary of Involvement	Summary of involvement description for white phosphorus	String	NULL|{text}
211116151699	White Phosphorus-Ownership Relationship	Refers to ownership status of company - Internal/owns/owned by	String	NULL|Internal|Owns|Owned by
211116161199	White Phosphorus-Ownership Percentage	Indicates the ownership percentage	Numerical	NULL|min. 0.00 max. 100.00
211116172799	White Phosphorus-Ownership Related CompanyId	Field indicating the subsidiary/holder's ID	Integer	NULL|min. 0 max. 9999999999
211116182899	White Phosphorus-Ownership Related CompanyName	Field indicating the subsidiary/holder's name	String	NULL|{text}
211116191799	White Phosphorus-Main Product Type	Field indicating main product/service offered with respect to white phosphorus	String	NULL|Core weapon system|Supporting systems|Technical/Administrative support
211116201799	White Phosphorus-Main Activity Type	Field indicating main activity with respect to white phosphorus	String	NULL|Production|Research and Development|Maintenance/Services/Management|Sales/Trade|System Integration|Testing
211116211799	White Phosphorus-Dedicated vs. Non-dedicated	Dedicated: specifically designed for the weapon under consideration. Non-dedicated: not specifically designed for the weapon under consideration.	String	NULL|Dedicated|Non-dedicated
211116221699	White Phosphorus-Key vs. Non-key	Key: essential for the functioning of the weapon. Non-key: not essential for the functioning of the weapon.	String	NULL|Key|Non-key
211116231699	White Phosphorus-Conventions Overview-Domicile	Overview of conventions on the various controversial weapons for the country in which the company is domiciled.	String	NULL|{text}
211116241799	White Phosphorus-Last Change	Field indicating whether a change occurred compared to the last update.	String	NULL|Involvement removed|Involvement added|Involvement updated
221111112399	E.1.1 Environmental Policy-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111122399	E.1.10 Carbon Intensity Trend-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111132399	E.1.11 Renewable Energy Use-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111142399	E.1.2 Environmental Management System-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111152399	E.1.2.1 Biodiversity Programmes-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111162399	E.1.2.2 Site Closure & Rehabilitation-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111172399	E.1.2.4 Oil Spill Disclosure & Performance-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111182399	E.1.2.5 Cyanide Management-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111192399	E.1.2.6.1 Solid Waste Management-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111202399	E.1.2.6.2 Mineral Waste Management-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111212399	E.1.2.6.3 Effluent Management-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111222399	E.1.2.6.4 Offshore Well Management-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111232399	E.1.2.6.5 Radioactive Waste Management-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111242399	E.1.2.7 Water Intensity-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111252399	E.1.2.7.1 Water Risk Management-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111262399	E.1.2.8 Forest Certifications-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111272399	E.1.3 EMS Certification-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111282399	E.1.3.1 Emergency Response Programme-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111292399	E.1.3.2 Hazardous Waste Management-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111302399	E.1.3.3 Non-GHG Air Emissions Programmes-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111312399	E.1.3.4 Water Management Programmes-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111342399	E.1.6 Scope of GHG Reporting-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111352399	E.1.6.1 GHG Risk Management-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111362399	E.1.6.2 Physical Climate Risk Management-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111372399	E.1.7.0 GHG Reduction Programme-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111382399	E.1.7.1 Green Logistics Programmes-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111392399	E.1.8 Renewable Energy Programmes-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111402399	E.1.9 Carbon Intensity-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111412399	E.2.1 Green Procurement Policy-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111422399	E.2.1.1 Supplier Environmental Programmes-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111432399	E.2.1.10 Food Retail Initiatives-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111442399	E.2.1.11 Shipbreaking Programme-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111452399	E.2.1.2 Supplier Environmental Certifications-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
221111462399	E.2.1.3 Sustainable Agriculture Programmes-Raw Score	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from 0 to 100, with 0 indicating the lowest level of performance, and 100 indicating the highest level of performance.	Integer	NULL|min. 0 max. 100
